,ski_resort,address,city,state,zipcode,sumt,drop,base,gondolas_and_trams,fastEight,highSpeedSixes,quadChairs,tripleChairs,doubleChairs,surfeLifts,totalRuns (acre),longestRun (miles),daysOpenLastYear,averageSnowfall (inches),projectedOpening,projectedClosing,NovSnow,DecSnow,JanSnow,FebSnow,MarSnow,AprSnow,child_season,junior_season,adult_season,child_weekday,junior_weekday,adult_weekday,senior_weekday,child_weekend,junior_weekend,adult_weekend,Url,beginner_runs,intermediate_runs,advanced_runs,expert_runs,epic,mountain_collective,ikon,indy,dec_mean_2_guests,dec_min_2_guests,dec_max_2_guests,jan_mean_2_guests,jan_min_2_guests,jan_max_2_guests,feb_mean_2_guests,feb_min_2_guests,feb_max_2_guests,mar_mean_2_guests,mar_min_2_guests,mar_max_2_guests,apr_mean_2_guests,apr_min_2_guests,apr_max_2_guests,may_mean_2_guests,may_min_2_guests,may_max_2_guests,dec_mean_4_guests,dec_min_4_guests,dec_max_4_guests,jan_mean_4_guests,jan_min_4_guests,jan_max_4_guests,feb_mean_4_guests,feb_min_4_guests,feb_max_4_guests,mar_mean_4_guests,mar_min_4_guests,mar_max_4_guests,apr_mean_4_guests,apr_min_4_guests,apr_max_4_guests,may_mean_4_guests,may_min_4_guests,may_max_4_guests,full_address,latitude,longitude,total_lifts
115,Holimont,P.O. Box 279,Ellicottville,New York,14731,2260,700,1560,0.0,1.0,0.0,1.0,2.0,1.0,2.0,135,1.5,117,180,December 16 2023,April 07 2024,0.0,19.0,37.0,30.0,17.0,1.0,299,478,53,65,53,46,63,79,63,55,https://www.onthesnow.com/new-york/holimont-ski-area/ski-resort.html,29,29,42,0,0,0,0,0,196.54838709677418,95.0,525.0,198.84848484848484,79.0,502.0,195.14705882352942,95.0,506.0,213.3636363636364,95.0,505.0,191.73076923076923,95.0,502.0,118.7,67.0,205.0,254.03703703703704,121.0,507.0,270.26666666666665,120.0,598.0,289.8333333333333,120.0,676.0,274.34615384615387,121.0,644.0,269.35,120.0,529.0,184.35294119999998,89.0,525.0,"P.O. Box 279, Ellicottville, New York",42.2750639,-78.67280710000001,7.0
116,Hoodoo,Highway 20 PO Box 20,Sisters,Oregon,97759,5703,1035,4668,0.0,0.0,0.0,3.0,1.0,1.0,1.0,806,0.4,80,350,December 17 2022,April 23 2023,3.0,18.0,34.0,31.0,26.0,7.0,249,459,599,459,33,33,56,33,29,33,https://www.onthesnow.com/oregon/hoodoo-ski-area/ski-resort.html,19,42,31,8,0,0,0,0,199.30555555555557,74.0,850.0,232.97142857142856,72.0,850.0,174.4285714285714,74.0,352.0,209.38888888888889,88.0,850.0,212.19444444444446,88.0,850.0,159.60714285714286,74.0,350.0,229.9142857142857,97.0,850.0,288.57142857142856,135.0,850.0,227.94285714285718,107.0,850.0,241.14285714285717,109.0,850.0,246.4857142857143,119.0,850.0,217.79166669999998,95.0,850.0,"Highway 20 PO Box 20, Sisters, Oregon",44.29132429999999,-121.5472183,6.0
117,Howelsen Hill,P.O. Box 775088,Steamboat,Colorado,80477,7136,440,6696,0.0,0.0,0.0,0.0,0.0,1.0,3.0,25,6.0,100,150,November 26 2023,March 24 2024,2.0,35.0,29.0,20.0,7.0,0.0,296,184,231,161,8,15,25,15,8,15,https://www.onthesnow.com/colorado/howelsen-hill/ski-resort.html,20,30,50,0,0,0,0,0,189.19444444444446,119.0,312.0,277.8857142857143,99.0,449.0,276.2,119.0,398.0,280.0555555555556,164.0,549.0,188.77777777777774,109.0,299.0,91.875,55.0,139.0,244.77142857142857,130.0,429.0,396.28571428571433,200.0,678.0,347.9714285714286,163.0,570.0,393.11428571428564,163.0,627.0,282.25714285714287,130.0,450.0,124.94444440000001,74.0,299.0,"P.O. Box 775088, Steamboat, Colorado",40.4849769,-106.83171580000001,4.0
118,Hunt Hollow,7532 County Road 36,Naples,New York,14512,2030,825,1000,0.0,0.0,0.0,0.0,1.0,1.0,1.0,400,1.0,0,130,December 26 2023,March 25 2024,0.0,0.8,8.0,10.0,4.0,0.0,38,48,38,48,58,48,33,43,33,55,https://www.onthesnow.com/new-york/hunt-hollow-ski-club/ski-resort.html,32,21,37,11,0,0,0,0,177.34285714285718,80.0,328.0,164.97058823529414,70.0,330.0,201.3142857142857,70.0,800.0,206.8,70.0,800.0,192.79411764705884,70.0,387.0,165.57142857142858,65.0,289.0,280.2857142857143,115.0,545.0,292.3636363636364,110.0,595.0,298.34285714285716,115.0,800.0,314.7428571428572,125.0,800.0,307.34285714285716,124.0,800.0,242.54166669999998,99.0,444.0,"7532 County Road 36, Naples, New York",42.6430138,-77.4691168,3.0
119,Hunter Mountain,P.O. Box 295,Hunter,New York,12442,3200,1600,1600,0.0,0.0,2.0,2.0,2.0,2.0,4.0,320,2.0,140,120,November 18 2023,April 07 2024,0.9,18.0,15.0,21.0,20.0,1.0,439,859,10,31,79,61,10,68,89,68,https://www.onthesnow.com/new-york/hunter-mountain/ski-resort.html,25,30,30,15,1,0,0,0,246.17647058823533,110.0,475.0,258.125,121.0,445.0,268.28125,124.0,500.0,247.54545454545453,100.0,500.0,237.08823529411762,104.0,435.0,139.6,70.0,350.0,314.26470588235287,133.0,709.0,328.48387096774195,195.0,903.0,321.75757575757575,125.0,505.0,333.61764705882354,100.0,690.0,321.59375,104.0,700.0,241.0909091,70.0,415.0,"P.O. Box 295, Hunter, New York",42.21369869999999,-74.2187541,12.0
120,Hyland Ski Snowboard Area,8800 Chalet Road,Bloongton,Minnesota,55438,1075,175,900,0.0,0.0,0.0,2.0,1.0,0.0,4.0,35,1.0,110,55,November 21 2023,March 24 2024,1.0,4.0,4.0,5.0,2.0,0.0,349,449,149,31,35,18,31,35,18,28,https://www.onthesnow.com/Minnesota/hyland-ski-snowboard-area/ski-resort.html,27,36,36,0,0,0,0,0,118.48275862068964,45.0,280.0,111.0,50.0,219.0,109.48387096774192,50.0,245.0,123.94117647058823,50.0,285.0,129.65714285714284,65.0,295.0,96.4090909090909,45.0,150.0,207.03225806451616,103.0,453.0,197.41935483870967,84.0,499.0,185.0909090909091,88.0,399.0,201.87878787878788,100.0,499.0,234.24242424242425,100.0,499.0,180.5555556,66.0,323.0,"8800 Chalet Road, Bloongton, Minnesota",44.843236700000006,-93.3642613,7.0
121,Jay Peak,4850 VT Rte 242,Jay,Vermont,05859-9621,3968,2153,1815,1.0,1.0,0.0,3.0,1.0,1.0,2.0,300,3.0,155,349,November 25 2023,April 28 2024,14.0,61.0,69.0,73.0,65.0,20.0,555,639,895,659,25,69,89,65,25,69,https://www.onthesnow.com/vermont/jay-peak/ski-resort.html,26,50,24,0,0,0,0,1,260.25,93.0,550.0,232.77142857142857,94.0,560.0,276.14285714285717,94.0,870.0,236.58333333333331,94.0,550.0,213.94444444444446,89.0,550.0,123.55,65.0,243.0,306.7428571428572,93.0,550.0,301.57142857142856,104.0,832.0,323.4,115.0,870.0,308.25714285714287,135.0,550.0,297.37142857142857,104.0,558.0,164.31818180000002,71.0,260.0,"4850 VT Rte 242, Jay, Vermont",44.928436700000006,-72.50147199999998,9.0
122,Jiminy Peak,37 Corey Rd.,Hancock,Masshusetts,01237,2380,1150,1230,0.0,0.0,1.0,2.0,3.0,1.0,2.0,163,2.0,121,90,November 24 2023,April 07 2024,3.0,17.0,17.0,24.0,16.0,0.1,654,903,1042,84,84,99,84,94,94,109,https://www.onthesnow.com/masshusetts/jiny-peak/ski-resort.html,51,29,13,7,0,0,0,0,213.41176470588238,87.0,532.0,230.54285714285717,75.0,532.0,236.68571428571425,75.0,564.0,234.45714285714286,75.0,564.0,213.52777777777774,75.0,505.0,189.85714285714286,68.0,450.0,299.73529411764713,124.0,600.0,319.5588235294117,122.0,629.0,310.85714285714283,116.0,629.0,301.0,150.0,585.0,288.82857142857137,150.0,583.0,264.8333333,127.0,487.0,"37 Corey Rd., Hancock, Masshusetts",42.555581,-73.290245,9.0
123,Jack Frost,PO Box 1539,Blakeslee,Pennsylvania,18610-0707,2000,600,1400,0.0,0.0,0.0,1.0,2.0,5.0,1.0,100,1.0,96,50,December 02 2023,April 02 2024,0.0,5.0,7.0,12.0,10.0,0.0,439,859,10,35,50,35,10,49,65,49,https://www.onthesnow.com/pennsylvania/jk-frost/ski-resort.html,22,39,39,0,1,0,0,0,205.03448275862067,103.0,654.0,184.56666666666663,96.0,495.0,199.4375,104.0,646.0,199.55172413793102,104.0,612.0,195.3125,96.0,639.0,127.92307692307692,72.0,205.0,218.35714285714286,103.0,441.0,204.1379310344828,103.0,495.0,205.0740740740741,103.0,335.0,222.38461538461542,104.0,613.0,218.4333333333333,103.0,639.0,215.36363640000002,72.0,350.0,"PO Box 1539, Blakeslee, Pennsylvania",41.092586,-75.59268859999999,9.0
124,Snowriver Mountain Resort,500 Indianhead Road,Wakefield,Michigan,49968,1935,638,1297,0.0,0.0,0.0,1.0,1.0,5.0,2.0,150,1.0,120,204,December 15 2023,April 07 2024,13.0,30.0,31.0,33.0,18.0,3.0,159,289,429,389,20,39,49,39,20,39,https://www.onthesnow.com/Michigan/indianhead-mountain/ski-resort.html,20,27,40,13,0,0,0,0,180.08823529411762,75.0,750.0,165.88571428571427,75.0,495.0,200.22857142857143,75.0,750.0,211.11428571428573,75.0,750.0,177.6060606060606,75.0,750.0,124.89285714285714,72.0,250.0,219.35294117647058,97.0,550.0,217.88235294117646,98.0,550.0,234.5,98.0,750.0,230.55882352941174,98.0,750.0,201.7352941176471,95.0,750.0,149.58333330000002,80.0,600.0,"500 Indianhead Road, Wakefield, Michigan",46.5002784,-89.9708536,9.0
125,Jackson Hole,P.O. Box 290,Teton Village,Wyoming,83025,10450,4139,6311,3.0,4.0,0.0,3.0,0.0,1.0,2.0,210,4.5,136,459,November 25 2023,April 14 2024,24.0,108.0,100.0,110.0,71.0,15.0,129,194,215,172,129,194,215,172,94,140,https://www.onthesnow.com/Wyoming/Jackson-hole/ski-resort.html,4,41,38,17,0,1,1,0,254.5,125.0,595.0,311.7428571428572,124.0,669.0,365.8,139.0,753.0,401.8055555555555,125.0,1411.0,290.22857142857146,125.0,599.0,200.55555555555557,55.0,469.0,436.31428571428563,226.0,658.0,492.88571428571436,186.0,999.0,508.54285714285714,200.0,975.0,523.6285714285714,200.0,1413.0,478.22857142857146,228.0,1499.0,224.54166669999998,99.0,364.0,"P.O. Box 290, Teton Village, Wyoming",43.587314899999996,-110.8269876,13.0
126,June Mountain,P.O. Box 146,June Lake,California,93529,10090,2590,7545,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1500,2.0,111,250,December 10 2023,April 07 2024,3.0,27.0,75.0,56.0,52.0,4.0,519,619,490,258,33,46,49,39,29,55,https://www.onthesnow.com/california/june-mountain/ski-resort.html,16,40,28,16,0,0,1,0,289.02857142857135,112.0,547.0,330.9428571428571,139.0,574.0,315.8857142857143,163.0,557.0,318.97142857142865,145.0,557.0,310.82857142857137,126.0,526.0,275.5,93.0,554.0,313.35294117647067,159.0,547.0,381.6285714285714,155.0,995.0,338.4,155.0,557.0,330.51428571428573,156.0,557.0,351.0571428571429,185.0,859.0,308.13043480000005,152.0,590.0,"P.O. Box 146, June Lake, California",37.7797825,-119.0754232,7.0
127,Kelly Canyon,Box 367,Ririe,Idaho,83443,6600,1000,5600,0.0,0.0,0.0,0.0,0.0,4.0,2.0,740,1.3,0,200,December 19 2023,April 07 2024,0.2,25.0,31.0,19.0,6.0,0.0,599,649,649,599,33,33,42,33,29,27,https://www.onthesnow.com/idaho/kelly-canyon-ski-area/ski-resort.html,0,0,0,0,0,0,0,1,124.08571428571429,61.0,333.0,116.91428571428571,58.0,295.0,122.91176470588236,61.0,381.0,118.37142857142857,32.0,381.0,112.88571428571429,25.0,379.0,118.16,34.0,536.0,157.82352941176467,60.0,609.0,154.4848484848485,60.0,609.0,151.2647058823529,60.0,609.0,154.31428571428572,63.0,609.0,149.6969696969697,25.0,609.0,162.36842109999998,34.0,609.0,"Box 367, Ririe, Idaho",43.6318575,-111.773575,6.0
128,Keystone,P.O. Box 38,Keystone,Colorado,80435,12408,3128,9280,2.0,4.0,2.0,1.0,1.0,2.0,8.0,662,3.5,151,235,November 04 2023,April 14 2024,29.0,43.0,42.0,37.0,49.0,15.0,236,345,113,195,185,131,225,215,226,390,https://www.onthesnow.com/colorado/keystone/ski-resort.html,16,43,41,0,1,0,0,0,172.5142857142857,98.0,269.0,213.34285714285718,90.0,369.0,239.88571428571427,147.0,398.0,255.19444444444446,93.0,482.0,185.69444444444446,95.0,299.0,81.58823529411767,47.0,195.0,229.14285714285717,109.0,428.0,310.20588235294116,149.0,730.0,310.5882352941176,126.0,690.0,335.45714285714286,150.0,650.0,264.51428571428573,95.0,466.0,137.29166669999998,81.0,275.0,"P.O. Box 38, Keystone, Colorado",39.5791675,-105.93473840000001,20.0
129,Killington,4763 Killington Road,Killington,Vermont,05751,4241,3050,1165,3.0,5.0,1.0,4.0,3.0,1.0,5.0,600,6.0,205,250,November 17 2022,May 28 2023,16.0,37.0,37.0,43.0,31.0,9.0,769,809,1289,809,92,119,101,92,119,101,https://www.onthesnow.com/vermont/killington-resort/ski-resort.html,0,0,0,0,0,0,1,0,229.52941176470588,126.0,433.0,264.29411764705884,99.0,433.0,255.34285714285718,95.0,431.0,263.0857142857143,95.0,469.0,217.0,95.0,422.0,97.5,65.0,196.0,302.6857142857143,130.0,485.0,340.22857142857146,165.0,701.0,381.3714285714285,168.0,659.0,362.28571428571433,175.0,564.0,327.2,175.0,583.0,111.55555559999999,78.0,177.0,"4763 Killington Road, Killington, Vermont",43.651295000000005,-72.841849,22.0
130,King Pine,1251 Eaton Rd,East Madison,New Hampshire,03849,850,350,500,0.0,0.0,0.0,0.0,3.0,0.0,2.0,45,0.3,105,120,December 16 2023,March 24 2024,1.0,12.0,19.0,28.0,15.0,0.0,399,479,579,399,32,42,32,40,59,40,https://www.onthesnow.com/new-hampshire/king-pine/ski-resort.html,0,0,0,0,0,0,0,0,191.75757575757572,80.0,423.0,193.65714285714282,79.0,481.0,200.0,80.0,571.0,199.77777777777774,80.0,492.0,188.41666666666663,79.0,471.0,159.23076923076925,65.0,325.0,239.21875,122.0,423.0,250.45714285714286,125.0,574.0,248.05714285714282,125.0,574.0,248.29411764705884,125.0,492.0,236.94117647058826,103.0,471.0,189.875,95.0,329.0,"1251 Eaton Rd, East Madison, New Hampshire",43.8678159,-71.08940390000001,5.0
131,Kirkwood,PO Box 1,Kirkwood,California,95646,9800,2000,7800,0.0,2.0,0.0,2.0,5.0,1.0,3.0,200,2.5,200,354,November 12 2022,May 14 2023,22.0,79.0,85.0,81.0,79.0,25.0,271,429,545,437,33,46,49,39,29,55,https://www.onthesnow.com/california/kirkwood/ski-resort.html,0,0,0,0,1,0,0,0,304.96774193548384,65.0,1019.0,309.54545454545456,65.0,897.0,340.5625,65.0,1179.0,353.90625,65.0,1179.0,300.1875,65.0,750.0,232.78947368421046,94.0,485.0,371.53125,159.0,1019.0,421.96875,139.0,975.0,403.59375,150.0,1179.0,424.25,146.0,1179.0,420.29032258064524,150.0,950.0,309.2,114.0,590.0,"PO Box 1, Kirkwood, California",38.702308200000004,-120.0722442,13.0
132,Kissing Bridge,P.O. Box 73,Glenwood,New York,14069,1700,550,1150,0.0,0.0,0.0,2.0,1.0,4.0,3.0,550,0.5,103,120,December 26 2023,March 26 2024,1.0,23.0,48.0,45.0,18.0,0.0,150,550,775,625,40,45,55,65,29,55,https://www.onthesnow.com/new-york/kissing-bridge/ski-resort.html,0,0,0,0,0,0,0,0,150.88888888888889,59.0,299.0,146.08571428571432,60.0,299.0,154.31428571428572,77.0,299.0,158.14285714285714,64.0,300.0,161.03125,63.0,300.0,118.42857142857143,38.0,299.0,209.42857142857144,78.0,400.0,194.22857142857143,79.0,545.0,202.77142857142857,80.0,545.0,246.05714285714282,99.0,699.0,238.82352941176467,79.0,699.0,182.16666669999998,107.0,400.0,"P.O. Box 73, Glenwood, New York",42.61922759999999,-78.65780409999998,10.0
133,Labrador Mt.,Route 91 PO Box 105,Truxton,New York,13158,1825,700,1125,0.0,0.0,0.0,0.0,1.0,2.0,1.0,237,1.0,0,125,December 17 2023,March 25 2024,0.0,12.0,23.0,33.0,16.0,0.0,529,299,15,49,59,54,15,49,59,54,https://www.onthesnow.com/new-york/labrador-mt/ski-resort.html,0,0,0,0,0,0,0,0,171.7647058823529,67.0,890.0,153.17647058823533,66.0,299.0,184.20588235294116,70.0,890.0,165.7352941176471,83.0,351.0,183.2647058823529,85.0,400.0,123.10714285714286,44.0,255.0,275.7428571428572,111.0,890.0,267.1142857142857,109.0,890.0,263.7142857142857,111.0,890.0,257.8285714285714,111.0,890.0,298.1142857142857,109.0,890.0,244.58333330000002,130.0,890.0,"Route 91 PO Box 105, Truxton, New York",42.7120125,-76.02853490000001,4.0
134,Lee Canyon,7501 Tule Springs Rd. #110,Las Vegas,Nevada,89124,11289,860,8510,0.0,0.0,0.0,2.0,1.0,0.0,0.0,50,0.3,144,161,December 09 2023,April 07 2024,0.1,15.0,32.0,23.0,19.0,0.8,49,289,559,69,79,79,69,79,79,59,https://www.onthesnow.com/nevada/las-vegas-ski-and-snowboard-resort/ski-resort.html,0,0,0,0,0,0,0,0,161.15151515151516,46.0,629.0,136.375,64.0,291.0,156.35294117647058,68.0,319.0,149.57575757575756,68.0,301.0,165.0,68.0,539.0,83.72727272727273,57.0,120.0,212.03125,75.0,490.0,245.63636363636363,79.0,984.0,222.3636363636364,79.0,535.0,201.38709677419357,79.0,470.0,214.63333333333333,73.0,470.0,195.0769231,113.0,287.0,"7501 Tule Springs Rd. #110, Las Vegas, NV 89131",36.2970463,-115.27898970000001,3.0
135,Liberty,78 Country Club Trail,Carroll Valley,Pennsylvania,17320-0703,1190,620,570,0.0,0.0,0.0,5.0,0.0,0.0,3.0,100,1.0,0,31,December 26 2023,March 17 2024,0.1,2.0,8.0,8.0,6.0,0.0,296,478,490,258,33,46,49,39,29,55,https://www.onthesnow.com/pennsylvania/liberty/ski-resort.html,38,38,13,13,1,0,0,0,188.30555555555557,78.0,499.0,197.97142857142856,88.0,400.0,191.3142857142857,71.0,400.0,188.91666666666663,71.0,439.0,200.44444444444446,89.0,499.0,164.42857142857142,50.0,315.0,241.0857142857143,90.0,499.0,247.85714285714286,88.0,499.0,245.82857142857142,90.0,499.0,250.6,90.0,499.0,257.85714285714283,89.0,554.0,214.0,104.0,315.0,"78 Country Club Trail, Carroll Valley, Pennsylvania",39.7635016,-77.3754187,8.0
136,Little Switzerland,105 Cedar Creek Rd,Slinger,Wisconsin,53086,1269,200,1069,0.0,0.0,0.0,0.0,0.0,4.0,5.0,50,1.0,0,0,November 26 2023,March 17 2024,2.0,12.0,13.0,12.0,5.0,0.0,296,549,549,258,23,33,23,39,29,41,https://www.onthesnow.com/wisconsin/little-switzerland/ski-resort.html,39,33,0,28,0,0,0,1,211.02777777777774,65.0,895.0,210.6,65.0,895.0,216.7142857142857,65.0,989.0,171.62857142857143,65.0,500.0,182.65714285714282,65.0,500.0,192.45833333333331,80.0,550.0,243.96969696969697,116.0,895.0,265.41176470588243,113.0,895.0,257.3235294117647,116.0,993.0,223.0,116.0,503.0,227.59375,113.0,500.0,248.875,101.0,775.0,"105 Cedar Creek Rd, Slinger, Wisconsin",43.3379068,-88.2788865,9.0
137,Lookout Pass,P.O. Box 108,Walle,Idaho,83846,6150,1650,4500,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1023,2.5,128,430,November 11 2023,April 14 2024,28.0,113.0,84.0,88.0,55.0,16.0,35,329,399,329,33,45,55,45,29,5200,https://www.onthesnow.com/idaho/lookout-pass-ski-area/ski-resort.html,11,45,38,6,0,0,0,0,159.2,65.0,425.0,157.05714285714285,65.0,425.0,156.97142857142856,65.0,425.0,155.62857142857143,65.0,425.0,160.4,65.0,425.0,147.25,59.0,375.0,194.68965517241375,85.0,425.0,194.93103448275863,85.0,425.0,189.17241379310346,85.0,425.0,187.92857142857144,85.0,425.0,203.0,85.0,425.0,203.66666669999998,59.0,425.0,"P.O. Box 108, Walle, ID 83873",47.616069700000004,-115.9055009,5.0
138,Loon Mountain,60 Loon Mountain Rd.,Lincoln,New Hampshire,03251,3050,2100,950,1.0,3.0,0.0,1.0,0.0,2.0,2.0,322,2.5,149,160,November 22 2023,April 14 2024,7.0,31.0,30.0,36.0,24.0,8.0,30,829,1329,989,33,46,49,39,29,55,https://www.onthesnow.com/new-hampshire/loon-mountain/ski-resort.html,0,0,0,0,0,0,1,0,145.35294117647058,83.0,490.0,156.0,89.0,292.0,169.0,89.0,540.0,166.40625,89.0,500.0,137.73529411764707,89.0,255.0,103.14814814814815,69.0,209.0,232.17647058823533,89.0,490.0,242.7352941176471,89.0,600.0,234.35294117647058,89.0,540.0,247.17647058823533,89.0,500.0,230.14285714285717,89.0,500.0,138.0,75.0,206.0,"60 Loon Mountain Rd., Lincoln, New Hampshire",44.045386799999996,-71.626778,9.0
139,Lost Trail Powder Mountain,P.O. Box 311,Conner,Montana,59827,8200,1800,6400,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1800,2.5,84,325,December 01 2023,April 02 2024,1.0,48.0,41.0,49.0,27.0,1.0,474,574,499,258,48,58,50,39,48,58,https://www.onthesnow.com/montana/lost-trail-powder-mtn/ski-resort.html,0,0,0,0,0,0,0,0,191.97142857142856,75.0,600.0,209.68571428571425,75.0,600.0,207.05714285714282,75.0,680.0,222.20588235294116,75.0,1200.0,218.68571428571425,75.0,1200.0,167.53571428571428,94.0,400.0,267.0,111.0,1200.0,273.7352941176471,113.0,1200.0,271.4411764705883,110.0,1200.0,264.2,120.0,1200.0,274.8857142857143,119.0,1200.0,231.875,113.0,1200.0,"P.O. Box 311, Conner, Montana",45.9307534,-114.1245288,8.0
140,Lost Valley,Box 260,Auburn,Maine,04212-0260,495,240,255,0.0,0.0,0.0,0.0,0.0,2.0,2.0,45,0.3,87,50,December 18 2023,April 02 2024,0.0,5.0,14.0,17.0,8.0,2.0,60,545,645,10,39,39,35,10,55,66,https://www.onthesnow.com/maine/lost-valley/ski-resort.html,26,29,26,19,0,0,0,0,182.7647058823529,65.0,400.0,177.36363636363637,65.0,400.0,174.6969696969697,65.0,400.0,167.7058823529412,60.0,400.0,168.08571428571432,65.0,400.0,153.32142857142858,49.0,413.0,211.97142857142856,99.0,400.0,211.94285714285718,99.0,400.0,204.34285714285718,99.0,400.0,207.58823529411762,99.0,400.0,218.37142857142857,99.0,535.0,200.79166669999998,99.0,413.0,"Box 260, Auburn, Maine",44.0978509,-70.2311655,4.0
141,Loveland,PO Box 899,Georgetown,Colorado,80444,13010,2210,10800,0.0,1.0,0.0,3.0,3.0,2.0,1.0,240,2.0,205,422,November 03 2022,May 07 2023,42.0,60.0,58.0,50.0,55.0,53.0,296,35,89,65,33,35,89,65,29,55,https://www.onthesnow.com/colorado/loveland/ski-resort.html,0,0,0,0,0,0,0,0,204.9142857142857,100.0,562.0,210.0,78.0,550.0,215.97142857142856,78.0,386.0,221.08333333333331,100.0,434.0,208.44444444444446,95.0,695.0,136.625,65.0,299.0,252.05714285714282,124.0,600.0,325.9428571428571,154.0,570.0,278.9142857142857,155.0,600.0,294.51428571428573,150.0,600.0,273.0857142857143,155.0,537.0,188.54166669999998,99.0,450.0,"PO Box 899, Georgetown, Colorado",39.70609839999999,-105.6975041,10.0
142,Lutsen Mountains, P.O. Box 129,Lutsen,Minnesota,55612,1688,825,800,1.0,0.0,1.0,0.0,1.0,4.0,1.0,231,2.0,135,120,November 19 2022,April 30 2023,6.0,33.0,19.0,22.0,12.0,7.0,49,899,899,258,33,90,95,39,29,80,https://www.onthesnow.com/Minnesota/lutsen-mountains/ski-resort.html,10,58,24,8,0,0,0,1,267.08823529411757,127.0,590.0,311.85294117647067,122.0,675.0,295.4117647058824,124.0,600.0,331.0588235294117,142.0,653.0,313.6857142857143,143.0,637.0,198.75,89.0,400.0,371.31428571428563,188.0,693.0,432.8,180.0,675.0,404.6,180.0,675.0,415.8,180.0,653.0,389.31428571428563,180.0,637.0,316.047619,179.0,790.0," P.O. Box 129, Lutsen, Minnesota",47.6469402,-90.6748026,8.0
143,Mad River Mountain,P.O. Box 22,Bellefontaine,Ohio,43311,1460,300,1160,0.0,0.0,0.0,1.0,2.0,3.0,6.0,144,0.5,99,36,December 16 2023,March 24 2024,0.0,5.0,10.0,8.0,2.0,0.0,244,305,95,11,29,39,11,11,34,44,https://www.onthesnow.com/ohio/mad-river-mountain/ski-resort.html,0,0,0,0,1,0,0,0,128.3030303030303,70.0,249.0,132.1818181818182,70.0,244.0,135.96875,70.0,297.0,148.875,70.0,371.0,158.71875,70.0,393.0,117.52,46.0,237.0,170.59375,89.0,379.0,181.5625,89.0,401.0,179.36666666666667,99.0,353.0,190.06451612903226,99.0,371.0,199.65625,99.0,398.0,144.83333330000002,85.0,350.0,"P.O. Box 22, Bellefontaine, Ohio",40.3611643,-83.7596557,12.0
144,Mad River Glen,P.O. Box 1089,Waitsfield,Vermont,05673,3637,2037,1600,0.0,0.0,0.0,0.0,0.0,3.0,2.0,16,1.0,134,228,December 10 2023,April 16 2024,0.7,12.0,26.0,30.0,28.0,4.0,296,259,999,599,33,46,49,39,29,55,https://www.onthesnow.com/vermont/mad-river-glen/ski-resort.html,0,0,0,0,0,0,0,0,226.55555555555557,107.0,500.0,221.14285714285717,90.0,500.0,233.11428571428573,91.0,500.0,235.25714285714287,90.0,440.0,207.77142857142857,90.0,440.0,147.17391304347825,94.0,249.0,310.7428571428572,138.0,588.0,358.88571428571436,134.0,663.0,344.57142857142856,143.0,728.0,332.25714285714287,143.0,723.0,359.8571428571428,146.0,725.0,202.6086957,90.0,500.0,"P.O. Box 1089, Waitsfield, Vermont",44.1926386,-72.77984790000001,5.0
145,Magic Mountain Vermont,P.O. Box 396,Londonderry,Vermont,05148,2850,1500,1350,0.0,0.0,0.0,0.0,0.0,2.0,2.0,95,1.6,76,150,December 22 2023,April 07 2024,4.0,20.0,24.0,30.0,27.0,0.6,549,579,849,549,33,69,89,69,29,69,https://www.onthesnow.com/vermont/magic-mountain/ski-resort.html,24,32,16,28,0,0,0,1,259.6111111111111,111.0,635.0,240.74285714285716,100.0,585.0,242.34285714285718,100.0,595.0,257.3333333333333,100.0,953.0,229.97222222222226,100.0,416.0,177.37037037037038,74.0,295.0,326.0571428571429,146.0,639.0,339.8857142857143,167.0,918.0,337.51428571428573,155.0,850.0,348.4,155.0,953.0,274.8,146.0,547.0,200.875,113.0,300.0,"P.O. Box 396, Londonderry, Vermont",43.226464299999996,-72.80648659999999,4.0
146,Magic Mountain Idaho,319 Orchard Dr.,Twin Falls,Idaho,83301,7200,700,6500,0.0,0.0,0.0,0.0,0.0,1.0,2.0,280,1.5,0,180,December 16 2023,March 24 2024,0.0,11.0,27.0,25.0,10.0,0.0,145,280,330,149,33,24,32,25,29,24,https://www.onthesnow.com/idaho/magic-mountain-ski-area/ski-resort.html,0,0,0,0,0,0,0,0,119.2,56.0,250.0,117.4,50.0,250.0,120.2,50.0,250.0,122.57142857142857,50.0,250.0,126.23529411764706,60.0,250.0,100.92,36.0,182.0,145.55882352941177,65.0,250.0,146.45454545454547,80.0,250.0,149.17647058823533,81.0,250.0,148.7352941176471,81.0,328.0,146.27272727272728,80.0,250.0,142.04166669999998,70.0,250.0,"319 Orchard Dr., Twin Falls, Idaho",42.5349221,-114.47447450000001,3.0
